id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3686050,Light studio,3211363,Magnus And Jenny,,Concordia,45.562509575417614,-122.63541779054005,Entire home/apt,50,1,95,2015-12-26,5.44,3,89
3817044,Urban comfort in Portland! ,18767847,Jennifer,,Concordia,45.572661082334825,-122.64160214464651,Private room,55,1,97,2015-10-01,5.98,1,301
7560798,40's Spanish Cottage,36296224,Kathleen,,Concordia,45.56780814583564,-122.63925280403421,Entire home/apt,165,7,14,2015-10-28,2.76,1,89
8813922,Modern Guest House - Concordia,46173088,Christopher,,Concordia,45.56686727819213,-122.63140510613631,Entire home/apt,121,2,8,2015-12-27,3.20,1,363
3922697,Cozy Alberta Arts private 2 bedroom,13602640,Judith,,Concordia,45.5634069780948,-122.6349213451902,Entire home/apt,80,1,21,2015-09-26,1.35,1,338
2390685,Portland Tiny House,2333787,Duston & Genevieve,,Concordia,45.56521068369581,-122.63438781697029,Entire home/apt,95,2,31,2015-12-20,5.96,1,278
3594699,Sunny studio,3211363,Magnus And Jenny,,Concordia,45.56205693631819,-122.63575463950512,Entire home/apt,50,1,118,2015-12-13,6.65,3,230
9755724,"Single Bedroom in NE Portland, OR",15646612,Samuel,,Concordia,45.57296731184343,-122.63966820097299,Private room,45,1,0,,,1,349
6800559,Alberta Arts Carriage House,35600865,William,,Concordia,45.558857761220764,-122.64059200909837,Entire home/apt,99,1,28,2015-12-28,5.28,1,350
4045773,Updated 1940s Alberta Arts Bungalow,20977104,,,Concordia,45.56159380331392,-122.62118034205845,Entire home/apt,125,2,6,2015-07-12,0.39,1,239
457627,concordia/alberta sunshine cabin,2274595,Rachel And Joe,,Concordia,45.5624435916848,-122.63755664074837,Entire home/apt,99,2,159,2015-12-15,3.72,1,299
6601633,"Private room, NE Alberta",590266,Isbel,,Concordia,45.55898835301307,-122.63184394107127,Private room,56,1,51,2015-12-29,13.30,2,340
9074977,The Alberta Arts Bungalow,4847328,Sarah + Duane,,Concordia,45.56061724039944,-122.63816245716502,Entire home/apt,99,2,4,2015-12-27,2.22,1,322
9329853,Charming Alberta Arts District Home,2080356,Megan,,Concordia,45.55730862833527,-122.63570653283604,Entire home/apt,95,5,0,,,1,30
1030585,Hang Your Hat in Heart of Alberta!,828654,Rochelle,,Concordia,45.557772203042816,-122.6371125546857,Shared room,25,14,27,2015-09-27,0.88,5,364
8352842,Charming NE Portland Bungalow,452773,Katie,,Concordia,45.55625770628808,-122.6397021217183,Entire home/apt,225,2,0,,,1,364
3324315,Craftsman Suite in Hot Neighborhood,16783251,Faith,,Concordia,45.55716609385814,-122.63842197619083,Private room,65,1,29,2015-11-12,1.61,1,60
4061048,The Alberta Classic,21064444,Amanda,,Concordia,45.558012336085774,-122.63808354092996,Private room,80,2,27,2015-09-21,2.13,1,333
4963976,Handbuilt Alberta Arts Cottage,15103041,James,,Concordia,45.55706779081872,-122.63691374623141,Entire home/apt,200,2,59,2015-11-01,7.53,2,168
1988396,Alberta Arts Modern Vintage Beauty!,764443,Laney & Brent,,Concordia,45.56514312453631,-122.63722625616779,Private room,85,1,74,2015-04-19,3.03,1,365
3479321,'Nest' modern organic garden studio,6153335,Sonia,,Concordia,45.560633024996484,-122.63748617265084,Entire home/apt,95,5,23,2015-11-10,1.29,2,365
5404297,Lovely Bungalow in the Happening NE,14406551,Diane,,Concordia,45.56789756499518,-122.63972380589018,Private room,70,2,54,2015-12-08,5.18,1,171
5862616,Basement bedroom/private entrance,414667,Ester,,Concordia,45.565243146745786,-122.62763991537311,Private room,85,2,14,2015-11-14,2.21,1,326
2720764,Alberta Arts Apartment-Suite,13922856,Katie And Ken,,Concordia,45.56246172707784,-122.63713600237506,Entire home/apt,80,1,83,2015-10-25,4.05,2,347
9647223,105-year-old 2-story family home,48806677,Garlynn,,Concordia,45.56168174127358,-122.63528409169831,Entire home/apt,300,10,0,,,1,11
5657587,Private Bedroom in Concordia House,14691151,Patrick,,Concordia,45.564492969336094,-122.62313682690443,Private room,50,1,11,2015-10-11,1.14,1,365
7697392,PERFECT PORTLAND AIRBNB - ALBERTA,179073,,,Concordia,45.55929427400168,-122.63124856079064,Entire home/apt,175,2,5,2015-10-07,1.07,1,154
3167041,Awesome Alberta Arts Apt,3928302,Emily,,Concordia,45.557603765748595,-122.63400815862627,Entire home/apt,96,2,69,2015-12-29,3.72,1,74
7534846,Modern Vintage Portland Home,3035493,Billy,,Concordia,45.561950006645176,-122.62536352174635,Entire home/apt,149,2,3,2015-09-07,0.70,2,134
4726351,Alberta Arts Vintage Condo,11119,Jennifer,,Concordia,45.562099393961915,-122.63530464226193,Entire home/apt,89,2,29,2015-12-20,2.39,1,72
6349726,A Taste of Provence in Concordia,25323517,Bonita,,Concordia,45.5702615222645,-122.62821737726858,Private room,89,2,16,2015-10-05,2.15,1,365
2487528,Charming Bungalow - Alberta,12729654,Colleen,,Concordia,45.56154700051292,-122.62879361854579,Entire home/apt,85,2,56,2015-11-27,2.61,1,111
3593464,Alberta Arts Splendor & Comfort!,4430753,Catie,,Concordia,45.56313909388923,-122.64243693832212,Entire home/apt,400,2,8,2015-07-06,0.46,1,186
5006118,"Ella's Nest: Comfy, Private Charm",6849342,Sandy,,Concordia,45.56228914805654,-122.62404792232469,Private room,69,2,24,2015-12-25,3.13,1,363
496270,Great Location! Great for Kids!,2451547,"Rachel, Dave & Sam",,Concordia,45.56496754124745,-122.63118311537558,Private room,150,1,43,2014-09-29,1.03,1,365
9796866,Bright Midcentury Home,1924174,Gina,,Concordia,45.56058265016032,-122.62844634878564,Entire home/apt,69,2,1,2015-12-29,1,1,26
7329330,Classic Bungalow near NE Alberta St,38396445,Cooper,,Concordia,45.563880227406464,-122.63144620001351,Entire home/apt,91,1,8,2015-11-09,1.94,1,328
6435638,Alberta Arts Home,10062996,Samantha,,Concordia,45.56129286264297,-122.62648258601781,Entire home/apt,119,1,22,2015-12-28,2.96,2,365
1641735,Zen Style Suite and private bath,8703941,Tracy,,Concordia,45.5669793767649,-122.63206764932222,Private room,55,1,36,2015-12-13,1.65,1,362
8408439,Cozy Basement Apartment in the NE,996935,Megan,,Concordia,45.5718419945033,-122.62797478654934,Private room,70,2,1,2015-10-09,0.35,1,349
2748861,Architect Home in NE Alberta Arts ,14064331,,,Concordia,45.55985953573641,-122.6372689305796,Entire home/apt,225,2,13,2015-10-05,0.73,1,131
6623648,Alberta Arts studio apartment,34220164,Gabriel,,Concordia,45.56184429588261,-122.6413878977123,Entire home/apt,75,1,11,2015-11-16,2.48,1,60
889048,Huge Room in Alberta Craftsman,4716103,Cole & Zara,,Concordia,45.563013286300496,-122.63026147337669,Private room,55,3,69,2015-12-27,2.15,2,162
6377701,Banana Grove Garden Room,21504692,Lori,,Concordia,45.56650215862988,-122.62503136385332,Private room,50,2,12,2015-12-15,1.75,2,238
2420859,Stylish Cozy / Holiday Discount,10106234,,,Concordia,45.56994551608625,-122.62484542610217,Entire home/apt,125,3,16,2015-10-26,0.91,1,67
1003617,The Portland Villa on Alberta St,4430753,,,Concordia,45.55783204273326,-122.6365147424319,Entire home/apt,380,1,22,2015-12-18,1.38,1,215
8867747,Charming Home on Alberta,6407073,,,Concordia,45.559568226311185,-122.63943775674187,Entire home/apt,115,1,6,2015-12-15,2.43,1,363
4026064,Custom Studio in central Alberta!,14055038,Alex,,Concordia,45.55917339812471,-122.63866009184666,Private room,89,1,144,2015-12-31,9.09,1,340
7311095,Concordia Hideaway in Alberta Arts,17685915,Jessica & Drew,,Concordia,45.56279378968023,-122.63080018902727,Entire home/apt,68,1,39,2015-12-19,6.92,1,348
5041164,The Green Door Garden Cottage,25897935,Sarah,,Concordia,45.56842104872013,-122.62937333719013,Entire home/apt,95,2,48,2015-12-15,4.59,1,331
4967424,Cozy space w/private entrance,19004949,Emily And Beau,,Concordia,45.56966957741334,-122.638327694591,Private room,68,1,12,2015-10-17,1.01,1,362
6027547,Alberta 1BR Apt extremely walkable!,1969260,Emily,,Concordia,45.55856402536175,-122.6390872030981,Entire home/apt,145,1,6,2015-10-05,0.77,1,211
3280928,Dynamic Alberta Arts District Loft ,1213257,Dayna,,Concordia,45.56177965678404,-122.63491544595203,Entire home/apt,250,2,45,2015-12-01,2.55,2,344
2543628,Modern Retreat in NE,2666279,Roslynn,,Concordia,45.563217525607214,-122.62421528813559,Private room,58,1,64,2015-12-20,7.50,1,65
723424,Comfy Yellow Room Alberta Arts NE,3520521,Nate,,Concordia,45.562737741963154,-122.62891556436448,Private room,60,2,20,2015-10-01,0.52,2,324
723356,Comfy Blue Room NE PDX Alberta Arts,3520521,Nate,,Concordia,45.56131916169532,-122.63036695420811,Private room,55,2,20,2015-11-16,0.54,2,313
3363208,Light filled studio,3211363,Magnus And Jenny,,Concordia,45.56212259058858,-122.6337225806371,Entire home/apt,60,1,97,2015-12-27,5.21,3,90
362775,The Kuza Garden Cottage,1213257,Dayna,,Concordia,45.562736179661826,-122.63443604410523,Entire home/apt,125,2,51,2015-12-01,1.12,2,362
4016353,Brand New Alberta Arts  Cottage,14370776,Brendan,,Concordia,45.55652849467948,-122.63632612519531,Entire home/apt,102,2,91,2015-12-22,5.68,2,307
4639599,Charming Home Near Alberta Street!,22118804,Christopher,,Concordia,45.562878454583405,-122.63569253504312,Entire home/apt,150,3,34,2015-12-07,2.76,1,356
8129373,Bright Studio in Alberta Arts,590266,Isbel,,Concordia,45.5607658555068,-122.63140894584171,Private room,60,1,39,2015-12-27,12.45,2,308
7129826,Clean & Modern Alberta Arts Apt.,1821102,Ryan,,Concordia,45.5619247124745,-122.63055360210345,Entire home/apt,95,1,33,2015-12-21,5.76,1,354
7135695,Alberta Art's 2-Room Lower Level,37376674,Tope,,Concordia,45.558747369404436,-122.6373338807635,Private room,75,1,26,2015-12-30,5.42,1,84
1542756,Two rooms in Alberta Arts home,307969,Michiel,,Concordia,45.55715127196523,-122.633957412934,Private room,74,2,92,2015-12-14,3.29,1,310
4614086,cozy spacious holiday getaway,10106234,Colin + Sarah,,Concordia,45.568100690042364,-122.62642406203233,Entire home/apt,99,6,24,2015-12-09,4.02,1,24
9578248,Little House near Alberta Arts,25235410,Elaine,,Concordia,45.56294815960293,-122.63404487846589,Entire home/apt,100,2,5,2015-12-21,4.17,1,337
8292071,Charming Oasis near Alberta Arts,43720036,Lynda,,Concordia,45.564836079936526,-122.63531673487765,Entire home/apt,94,1,9,2015-12-28,3.86,1,358
7857879,Alberta Arts Castle in the Sky I,8218286,Ayumi,,Concordia,45.55858595967414,-122.6391567261133,Entire home/apt,165,3,13,2015-12-27,3.17,1,346
8169163,Alberta District Comfy Cozy Bedroom,18293099,Stuart,,Concordia,45.55935866977237,-122.63180036187373,Private room,48,2,0,,,1,96
1074561,Concordia Gem!,315059,Anna,,Concordia,45.57189744501817,-122.63843137366788,Entire home/apt,90,2,35,2015-10-20,1.11,1,365
6335147,Alberta Arts Bungalow,15103041,James,,Concordia,45.55770236165808,-122.636468507439,Entire home/apt,225,2,14,2015-12-27,2.69,2,354
140614,Bright bsmt apartment near Alberta,491587,Jeanne,,Concordia,45.56577105035987,-122.6408768275586,Entire home/apt,110,4,51,2015-06-21,0.93,3,363
5546291,Private Spacious Alberta Arts Apt.,25598464,Allyson,,Concordia,45.56549454706376,-122.63438526722864,Entire home/apt,98,2,36,2015-12-29,5.17,1,164
8225920,Alberta Arts Castle in the Sky II,8218286,,,Concordia,45.559444980621294,-122.63901327082516,Entire home/apt,165,3,2,2015-09-28,0.57,1,301
5750013,SLEEK APARTMENT on Alberta Street!,12364968,Matt,,Concordia,45.55851046384534,-122.64048787529475,Entire home/apt,100,1,36,2015-12-17,4.00,1,358
9330943,Bright and Cozy Private Room,48426678,Julia And Connor,,Concordia,45.56590749179561,-122.64336018344423,Private room,46,1,5,2015-12-24,3.06,1,325
10190925,Alberta Arts Community Share,828654,Rochelle,,Concordia,45.55903955859751,-122.63623903994598,Shared room,25,14,0,,,5,364
9134082,Alberta Garden Eco-Cabin B-2,47573104,Bart,,Concordia,45.55780177318638,-122.64183310622354,Entire home/apt,85,1,11,2015-12-21,5.50,1,74
1212772,Bright and Modern Cabin-Alberta PDX,6033455,Bryan And Jessica,,Concordia,45.56205885355043,-122.63666440923328,Entire home/apt,195,2,77,2015-12-28,2.56,1,296
4653399,Modern Room with Private Bath,8521995,Jennifer,,Concordia,45.56278013926414,-122.62588977517622,Private room,62,2,25,2015-10-25,1.97,1,171
9014943,Gorgeous half-house right by PDX,47073026,Michael,,Parkrose,45.54758023764517,-122.5390147098071,Private room,65,1,5,2015-12-18,2.68,1,364
1086146,Spacious Urban Retreat,5970172,Dj,,Parkrose,45.55799065736136,-122.55755471818863,Entire home/apt,225,2,55,2015-12-01,1.70,1,365
7790385,SPACIOUS & CLASSIC ROOM SLEEPS 4,38953564,Casey & Berdell,,Parkrose,45.5492151891837,-122.54660113400635,Private room,60,1,17,2015-12-27,3.64,3,363
7699029,SPACIOUS SUITE ALL YOURS SLEEPS 6,38953564,Casey & Berdell,,Parkrose,45.547598081601365,-122.54727013192885,Entire home/apt,129,1,14,2015-12-24,2.90,3,363
7789821,BRIGHT COZY FRIENDLY ROOM SLEEPS 2,38953564,Casey & Berdell,,Parkrose,45.549528703937554,-122.54720912042889,Private room,45,1,7,2015-12-25,1.57,3,363
3916781,Amazing Craftsman Style Home,20290985,Sharita,,Parkrose,45.5546980712617,-122.55182311433803,Entire home/apt,195,1,19,2015-09-06,1.37,1,363
5104775,Artist's Cottage in NE,8303643,Carolyn,,Sumner,45.55942680518159,-122.571899562577,Entire home/apt,150,1,0,,,3,59
6837741,Gypsy Caravan Trailer,8303643,Carolyn,,Sumner,45.55857448180145,-122.57407762451538,Entire home/apt,75,1,1,2015-09-21,0.29,3,115
4066960,Bedroom in Artist's Home in NE,8303643,Carolyn,,Sumner,45.559883978749994,-122.57337548822201,Private room,50,2,0,,,3,178
9957788,1 bedroom home in NE Portland,10893233,Alan,,Sumner,45.55517216288157,-122.57690019279504,Entire home/apt,75,1,0,,,1,363
6328613,Cozy Room just minutes from PDX,32938300,JP And Elke,,Sumner,45.56073577332406,-122.57666486265713,Private room,41,1,16,2015-12-23,2.61,1,262
4058328,Charming house 2 miles fr airport,21047956,Norberto,,Sumner,45.561482677705534,-122.57606334299248,Private room,65,1,34,2015-10-18,2.24,1,365
7957926,Very Cute Two Bedroom Bungalow,22461778,Jesse,,Sumner,45.555080272527064,-122.57576581187868,Entire home/apt,150,3,0,,,1,108
6975773,Spacious Private Portland Getaway,36579710,Angela,,Argay,45.54903546664922,-122.51454385970135,Private room,60,2,8,2015-10-14,1.28,1,365
6714236,Ilex Hills House - Sky Room,28188917,Tyler,,Argay,45.54765847193171,-122.52009788249131,Private room,61,1,5,2015-12-11,0.75,2,356
6346680,"Room in lovely home, near airport.",33056989,Franz And Teresa,,Argay,45.54732085003678,-122.52730293783428,Private room,45,3,2,2015-08-25,0.43,1,363
9212033,Beautiful Argay Hideaway,39083397,Amine,,Argay,45.54585989873629,-122.5138744011867,Entire home/apt,175,2,1,2015-11-28,0.86,1,361
8128606,Ilex Hills House - Sun Room,28188917,Tyler,,Argay,45.547340777206564,-122.52012809694584,Private room,58,1,1,2015-09-07,0.26,2,360
7370310,Basemnt room in Mississippi/Alberta,19462311,Amy,,Humboldt,45.55770800898548,-122.66829105401412,Private room,65,2,12,2015-11-01,2.16,1,329
9747855,Lovely room in Mississippi District,983251,Kimberly,,Humboldt,45.559954892262674,-122.67392904177125,Private room,35,7,0,,,1,12
9186328,Private room in a classic craftsman,4928386,Diana,,Humboldt,45.560056250233785,-122.66599394411318,Private room,60,1,0,,,1,365
8442936,Restful Retreat near Peninsula Park,42937111,Jeff,,Humboldt,45.564421491942674,-122.67307890271105,Private room,75,2,1,2015-12-14,1,1,365
1194589,Artisan Sanctuary,5927807,Margo,,Humboldt,45.560797406542065,-122.66999603373215,Entire home/apt,68,2,187,2015-12-05,5.96,1,343
7695608,Sweet Home in Amazing Location,2408295,Anna,,Humboldt,45.55764014510573,-122.67383359564973,Entire home/apt,185,1,5,2015-10-19,1.22,1,125
4232996,Williams Hideout 1,9670282,Ryan And Meagan,,Humboldt,45.5617030878119,-122.66727921746572,Entire home/apt,81,2,23,2015-12-21,1.86,2,70
8473128,1 Bed/1Bath Apartment in NE PDX,19001970,Brandon,,Humboldt,45.56219890667329,-122.6661562658029,Entire home/apt,80,1,2,2015-12-30,0.67,2,83
4157173,The Bird House,21572380,Ray,,Humboldt,45.55593992923449,-122.66953572136319,Entire home/apt,120,2,26,2015-11-13,2.45,1,349
9726158,1 blk from Williams! Foodie Heaven!,27974994,White Spider,,Humboldt,45.55560545376488,-122.66555442962004,Entire home/apt,119,1,3,2015-12-22,3,2,346
4546993,Cute Flat in the Alberts Arts,23575144,Paean,,Humboldt,45.55814715644368,-122.66511961866782,Entire home/apt,73,1,27,2015-12-26,2.15,1,83
927432,"Beautiful, Classic Portland Home",1916182,Alexis,,Humboldt,45.563165698937155,-122.67033553260961,Entire home/apt,149,3,7,2015-09-08,0.21,1,18
3104395,~..++ Sweet N. Portland Loft ++.._~,4333411,Mike,,Humboldt,45.56040364774449,-122.66658129132257,Entire home/apt,190,3,5,2014-10-27,0.27,1,309
7807129,Ellis Island Building,2352681,Justin,,Humboldt,45.5582932605929,-122.67404118756895,Entire home/apt,50,2,2,2015-09-01,0.44,1,122
2671537,Spacious Room in N. Portland Home,13675836,Jason,,Humboldt,45.5653899656156,-122.67283193938721,Private room,55,1,16,2015-10-25,1.03,1,365
4564435,Sweet Mississippi & Alberta Spot #2,13604254,Travelers' House,,Humboldt,45.55978880787258,-122.67347523397072,Shared room,36,3,2,2015-05-24,0.21,7,230
1451023,Borthwick Bedroom,7786995,Lindsay,,Humboldt,45.5584774510453,-122.67150499489584,Private room,90,2,34,2015-11-16,1.18,1,178
3868056,Garden Sanctuary for Strays Apt!,6254741,Ketzel,,Humboldt,45.564167876813855,-122.67055033940127,Entire home/apt,75,2,27,2015-12-26,6.48,2,346
951387,Quiet Studio in NE near Bus & Bike,5161731,Deborah & Ludger,,Humboldt,45.55514601827619,-122.66513882949847,Entire home/apt,73,2,148,2015-12-23,4.30,1,170
4365537,Great Views / Restaurants / Max,1169808,Adam,,Humboldt,45.56261955328086,-122.67751162008885,Entire home/apt,99,1,24,2015-11-16,1.70,1,356
546107,Tiny House in North Portland,307635,Andrew,,Humboldt,45.557500653509386,-122.67435891448046,Entire home/apt,75,1,242,2015-12-30,5.66,2,221
8647475,Studio Apartment - in Mississippi,15339659,Ronald,,Humboldt,45.555497536638555,-122.67225843495457,Entire home/apt,85,1,6,2015-12-18,6,1,312
9885772,Room in Charming Mississipi Home,563061,Jason And Krista,,Humboldt,45.55631881474,-122.67366685515601,Private room,40,3,0,,,3,0
2608383,Cute 1920s Alberta Apartment,2058216,Cristina,,Humboldt,45.555407688242894,-122.6660784944463,Entire home/apt,120,2,27,2015-12-24,1.38,1,217
8752662,Charming Mississippi Home,563061,Jason And Krista,,Humboldt,45.55667031452718,-122.67269408980296,Entire home/apt,90,2,1,2015-11-27,0.83,3,153
3165710,Ganesha Light Room,16056854,Val,,Humboldt,45.55902086863769,-122.66547128791335,Private room,42,2,36,2015-12-12,2.41,3,179
4084311,"Convenient, Comfortable and Private",18861712,Ilana,,Humboldt,45.56511598531765,-122.66583976616762,Entire home/apt,75,1,74,2015-12-22,4.74,1,365
7130957,Venture Inn,37344615,Fran & Seth,,Humboldt,45.55815956752814,-122.66510533836637,Entire home/apt,80,1,1,2015-11-29,0.88,1,349
4813968,Rustic Yurtlandia,13604254,Travelers' House,,Humboldt,45.55817056619319,-122.67492565675921,Entire home/apt,135,3,10,2015-10-27,1.71,7,89
4584005,Sweet Mississippi & Alberta Spot 4B,13604254,Travelers' House,,Humboldt,45.55985642411265,-122.67395405702547,Shared room,40,3,9,2015-12-07,0.74,7,230
4996999,NE Mississippi/Alberta Modern Home,14659503,Olivia,,Humboldt,45.56461411230236,-122.6766913535807,Private room,81,1,55,2015-11-22,5.14,1,363
4931358,Modern 2BD 2BA Loft on N. Williams,3087083,Karie,,Humboldt,45.55722752966258,-122.66747236044793,Entire home/apt,139,4,56,2015-12-07,4.83,1,105
6389334,Lady Bluebird Converted Bus in NoPo,650158,Amy,,Humboldt,45.56616275490097,-122.66807216588994,Entire home/apt,85,2,35,2015-12-21,5.20,1,332
5340517,Charming Home off of Mississippi St,19984699,Jamilee,,Humboldt,45.556984466197946,-122.67680270015235,Entire home/apt,124,1,4,2015-11-28,0.59,1,296
9534047,Master bedroom in amazing basement!,9377708,Joe,,Humboldt,45.55694570944345,-122.66884580588336,Private room,60,2,0,,,2,284
9534371,Comfy room in Williams/Mississippi!,9377708,Joe,,Humboldt,45.555926824149836,-122.66816534569632,Private room,50,4,0,,,2,343
1112928,Private Urban Cedar Chalet/close-in,6107977,Tim,,Humboldt,45.560987318778686,-122.67441789938857,Entire home/apt,70,2,125,2015-12-19,3.91,1,360
2578371,"Sky Cabin, Modern Loft, Cozy, Clean",1483711,,,Humboldt,45.558284079315705,-122.67496196615109,Entire home/apt,100,30,7,2015-10-24,0.33,1,365
1242928,"Modern Loft, Condo in NE Portland",6774413,Duane,,Humboldt,45.55818782187931,-122.66695150047535,Entire home/apt,100,2,2,2015-12-19,0.98,1,348
4232923,Williams Hideout 2,9670282,Ryan And Meagan,,Humboldt,45.5634864469094,-122.66684508378802,Entire home/apt,85,2,33,2015-12-14,2.49,2,76
8756735,Room in Charming Mississippi Home,563061,Jason And Krista,,Humboldt,45.55778653391407,-122.6735228822747,Private room,40,1,4,2015-12-14,1.74,3,351
4315358,Sweet Mississippi & Alberta Spot #1,13604254,Travelers' House,,Humboldt,45.55773808414765,-122.67379381194917,Shared room,40,3,12,2015-11-20,0.88,7,226
9131283,Alberta St. Modern Craftsman,40548274,Derek,,Humboldt,45.55999704946086,-122.67049792320708,Entire home/apt,75,1,11,2015-12-23,6.00,1,34
5559563,Spacious suite in North Portland,6705453,Judith,,Humboldt,45.56445133729039,-122.66922219367413,Private room,65,1,0,,,1,89
1847959,Modern Artists Retreat,3512558,Molly,,Humboldt,45.56286459301179,-122.66657582352828,Entire home/apt,78,2,75,2015-12-14,4.17,1,159
5960278,"Dreamy Bungalow, Great Location!",2134301,Jaclyn Jean,,Humboldt,45.566170091467576,-122.67678568332627,Private room,55,2,17,2015-12-09,2.21,1,73
2356816,"Two private basement rooms, $100",12035499,Nikki,,Humboldt,45.55701867711147,-122.66965913758911,Private room,100,1,25,2015-11-02,1.16,1,365
6731334,Mississippi District- Front Break,1150082,Michelle,,Humboldt,45.55697427058938,-122.67439761063713,Entire home/apt,250,1,18,2015-12-03,3.70,4,261
4583862,Sweet Mississippi & Alberta Spot 4A,13604254,Travelers' House,,Humboldt,45.557953332471506,-122.67399481233511,Shared room,40,3,9,2015-10-24,1.18,7,226
6967714,Rear Break Mississippi District,1150082,Michelle,,Humboldt,45.55604957954306,-122.67521441046047,Entire home/apt,310,2,26,2015-12-20,5.03,4,187
6386065,Mississippi Super House,5848132,Eric,,Humboldt,45.55820795014744,-122.67565295490301,Private room,110,1,13,2015-09-06,1.76,1,245
7844080,North Portland Cushy Leather Couch,22060204,Vincent,,Humboldt,45.556981422359314,-122.67834076161108,Shared room,24,1,22,2015-12-29,4.93,2,76
3534590,Classic Bungalow in North Portland ,307635,Andrew,,Humboldt,45.55945336223976,-122.6723702994191,Entire home/apt,310,3,17,2015-12-01,1.76,2,363
7146684,Gorgeous master in busy N Williams,37426023,Sean,,Humboldt,45.55701815089222,-122.66621870670691,Private room,70,1,33,2015-12-23,6.51,1,363
1578884,Beautiful Handcrafted Cottage ,5270240,Amanda,,Humboldt,45.56635374670463,-122.6709026736937,Entire home/apt,90,3,69,2015-11-29,2.44,1,129
1386922,Mississippi Ave Basement Studio,3859198,Justin,,Humboldt,45.56168476519248,-122.6757878859417,Private room,80,1,38,2015-10-19,1.28,1,365
8849753,Hattie's Cactus and Rose Garden,46341450,Judy,,Humboldt,45.56544372147357,-122.6728640572594,Entire home/apt,99,1,1,2015-11-29,0.88,1,365
3344364,Rm in Cute House near Mississippi!,16879967,Kathleen,,Humboldt,45.562470941212275,-122.6769214990666,Private room,60,1,40,2015-10-29,2.33,1,365
8701931,Vintage Studio on Mississippi Ave.,25851163,Misty,,Humboldt,45.56124865207377,-122.67566125629021,Shared room,38,1,0,,,1,83
8144870,Colorful & cozy on bike boulevard,26329767,Kailyn,,Humboldt,45.56343027790412,-122.66623636126276,Private room,50,2,0,,,2,322
4564781,Sweet Mississippi & Alberta Spot #4,13604254,Travelers' House,,Humboldt,45.558394350230095,-122.67555119737781,Shared room,37,3,4,2015-05-29,0.31,7,230
3344002,The Nataraj... sweet suite!,16056854,Val,,Humboldt,45.55728940731923,-122.66702139041841,Private room,44,2,54,2015-11-21,2.95,3,175
7519184,Mississippi Bungalow,10763407,Mark,,Humboldt,45.558770985764816,-122.675818288627,Entire home/apt,160,1,1,2015-09-14,0.27,1,365
3712586,Buddha Tree Room,16056854,Val,,Humboldt,45.55821626378474,-122.66548955713604,Private room,39,2,47,2015-12-09,2.73,3,73
4564505,Sweet Mississippi & Alberta Spot #3,13604254,Travelers' House,,Humboldt,45.559269819222074,-122.67503684390671,Shared room,37,3,2,2015-10-28,0.67,7,230
3498642,Cozy 1BR Vintage Charmer Duplex,4716299,Tamara,,Humboldt,45.557155185849886,-122.66686579739728,Entire home/apt,105,2,98,2015-12-29,5.47,1,313
2417336,"Designer townhouse, artsy North PDX",6593074,Nancy,,Humboldt,45.561885681745316,-122.66595618721718,Private room,75,5,5,2015-09-01,0.29,1,178
4973191,Tierra Soul :: Hip Mississippi Ave,104038,The Arias Clan,,Humboldt,45.55674770539435,-122.67739899759334,Entire home/apt,550,3,12,2015-11-29,1.91,1,350
4276758,Zen Modern in Historic N Miss. area,20090994,Lill,,Humboldt,45.564648233720916,-122.67392263214266,Entire home/apt,295,3,3,2015-12-06,0.21,2,341
5251374,The Mississippi Red Apple Pie House,27179308,Jill,,Humboldt,45.55465162888172,-122.67305245098463,Entire home/apt,85,1,52,2015-12-20,5.06,1,348
2938172,Relaxing simplicity Portland style,1881400,Paula,,Humboldt,45.55508206198743,-122.67665618416657,Entire home/apt,135,3,42,2015-12-28,2.18,1,328
5095672,Cozy Room on N Williams Bike Lane,26329767,Kailyn,,Humboldt,45.565343637744384,-122.66766665813097,Private room,50,2,4,2015-09-08,0.67,2,293
1328118,300 sq ft room in Heart of Portland,2547933,Van,,Boise,45.55137483020165,-122.67619089628968,Private room,62,1,220,2015-12-26,7.38,1,338
5641903,Cozy Bedroom near Mississippi!,26929359,Ed & Mary,,Boise,45.5496034913381,-122.67321754757542,Private room,40,2,0,,,4,37
1251320,"Bright, Lovely Mississippi 2nd Flr",6817961,Paige,,Boise,45.54990955948611,-122.6762707753939,Private room,72,3,23,2015-11-25,1.22,1,365
8396239,Bright Room - Close to Mississippi,10106234,Colin + Sarah,,Boise,45.554199011875845,-122.67489535918459,Private room,72,2,0,,,1,346
531553,"Farm in the City, Mississippi dist.",1601890,Janie And Ginnie,,Boise,45.55307594194678,-122.66945158013233,Entire home/apt,98,2,98,2015-09-21,2.33,2,289
195632,Mississippi Av Fun District Home,659137,Anjali,,Boise,45.5527992640601,-122.67728550341988,Entire home/apt,98,3,43,2015-11-29,0.81,3,364
5735706,Second-Story Mississippi Ave Suite,7769514,Jeff,,Boise,45.551563194083236,-122.67344943088668,Private room,70,1,43,2015-12-22,5.27,1,60
